Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	boosted_by
MyD88	PI51C	PI51C	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	SPSY	SPSY	7	7	7	1	3	0.16	0.16	0.16	0.16	0.16	-1.65	2.33	0.23	
MyD88	C1QBP	C1QBP	2	2	2	1	3	0	0	0	0	0	-8.61	0.67	0.6	
MyD88	HP1B3	HP1B3	5	5	5	1	4	0	0	0	0	0	-7.8	1.25	0.42	
MyD88	RRP8	RRP8	4	4	4	1	3	0	0	0	0	0	-5.73	1.33	0.37	
MyD88	KAISO	KAISO	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	MTO1	MTO1	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	RAB10	RAB10	3	3	3	1	3	0	0	0	0	0	-7.18	1	0.6	
MyD88	RAB13	RAB13	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	QCR9	QCR9	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	DC1L1	DC1L1	13	13	13	1	13	0	0	0	0	0	-27.92	1	0.6	
MyD88	DC1L2	DC1L2	10	10	10	1	12	0	0	0	0	0	-28.81	0.83	0.6	
MyD88	UN45A	UN45A	40	40	40	1	39	0	0	0	0	0	-80.39	1.03	0.59	
MyD88	TAD2B	TAD2B	6	6	6	1	4	0	0	0	0	0	-6.39	1.5	0.39	
MyD88	SOSB1	SOSB1	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	RAB1A	RAB1A	4	4	4	1	2	0.09	0.09	0.09	0.09	0.09	-2.27	2	0.25	
MyD88	PAF1	PAF1	6	6	6	1	6	0	0	0	0	0	-13.4	1	0.6	
MyD88	GMPPA	GMPPA	6	6	6	1	1	0.96	0.96	0.96	0.96	0.96	3.27	6	0	
MyD88	GMPPB	GMPPB	4	4	4	1	4	0	0	0	0	0	-9.25	1	0.6	
MyD88	PBIP1	PBIP1	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	MTOR	MTOR	45	45	45	1	47	0	0	0	0	0	-101.34	0.96	0.6	
MyD88	DOCK4	DOCK4	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	SND1	SND1	20	20	20	1	4	1	1	1	1	1	10.36	5	0	
MyD88	TCF25	TCF25	10	10	10	1	7	0	0	0	0	0	-11.19	1.43	0.47	
MyD88	CMC1	CMC1	16	16	16	1	22	0	0	0	0	0	-55.97	0.73	0.6	
MyD88	CMC2	CMC2	23	23	23	1	40	0	0	0	0	0	-112.36	0.57	0.6	
MyD88	DUT	DUT	4	4	4	1	0	1	1	1	1	1	6.73	40	0	
MyD88	NAT10	NAT10	43	43	43	1	66	0	0	0	0	0	-175.32	0.65	0.6	
MyD88	PDCD5	PDCD5	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	KIF1A	KIF1A	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	ATX2L	ATX2L	5	5	5	1	2	0.28	0.28	0.28	0.28	0.28	-0.95	2.5	0.12	
MyD88	PDD2L	PDD2L	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	PDLI1	PDLI1	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	PTPA	PTPA	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	AATF	AATF	13	13	13	1	19	0	0	0	0	0	-49.88	0.68	0.6	
MyD88	LRRF1	LRRF1	6	6	6	1	0	1	1	1	1	1	10.04	60	0	
MyD88	RAD50	RAD50	17	17	17	1	15	0	0	0	0	0	-29.18	1.13	0.56	
MyD88	HSP7C	HSP7C	33	33	33	1	31	0	0	0	0	0	-62.36	1.06	0.59	
MyD88	SSRA	SSRA	2	2	2	1	6	0	0	0	0	0	-20.4	0.33	0.6	
MyD88	ODFP2	ODFP2	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	SSRD	SSRD	9	9	9	1	7	0	0	0	0	0	-12.6	1.29	0.48	
MyD88	SSRG	SSRG	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	LCAP	LCAP	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	ERCC2	ERCC2	9	9	9	1	8	0	0	0	0	0	-16.1	1.12	0.51	
MyD88	ERCC3	ERCC3	22	22	22	1	31	0	0	0	0	0	-79.5	0.71	0.6	
MyD88	ERCC6	ERCC6	4	4	4	1	16	0	0	0	0	0	-57.08	0.25	0.6	
MyD88	TF2B	TF2B	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	CEBPB	CEBPB	7	7	7	1	4	0.01	0.01	0.01	0.01	0.01	-5.01	1.75	0.36	
MyD88	NDRG3	NDRG3	10	10	10	1	2	0.99	0.99	0.99	0.99	0.99	4.83	5	0	
MyD88	ARAP1	ARAP1	6	6	6	1	2	0.58	0.58	0.58	0.58	0.58	0.3	3	0.05	
MyD88	RM15	RM15	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	TPPP	TPPP	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	S10AD	S10AD	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	MTSSL	MTSSL	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	DVL2	DVL2	4	4	4	1	2	0.09	0.09	0.09	0.09	0.09	-2.27	2	0.25	
MyD88	DVL3	DVL3	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	MED12	MED12	4	4	4	1	6	0	0	0	0	0	-16.45	0.67	0.6	
MyD88	ABCB7	ABCB7	5	5	5	1	7	0	0	0	0	0	-18.5	0.71	0.6	
MyD88	ABCB6	ABCB6	5	5	5	1	7	0	0	0	0	0	-18.5	0.71	0.6	
MyD88	MED16	MED16	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	CEBPZ	CEBPZ	35	35	35	1	54	0	0	0	0	0	-143.91	0.65	0.6	
MyD88	KAPCG	KAPCG	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	KAPCA	KAPCA	7	7	7	1	5	0	0	0	0	0	-8.46	1.4	0.44	
MyD88	KAPCB	KAPCB	14	14	14	1	17	0	0	0	0	0	-40.73	0.82	0.6	
MyD88	IQEC1	IQEC1	1	1	1	1	3	0	0	0	0	0	-10.43	0.33	0.6	
MyD88	RL7L	RL7L	3	3	3	1	6	0	0	0	0	0	-18.29	0.5	0.6	
MyD88	VIR	VIR	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	RL32	RL32	31	31	31	1	41	0	0	0	0	0	-101.6	0.76	0.6	
MyD88	LSM4	LSM4	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	TPP2	TPP2	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	MBD2	MBD2	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	PSME2	PSME2	6	6	6	1	4	0	0	0	0	0	-6.39	1.5	0.39	
MyD88	NRDE2	NRDE2	28	28	28	1	45	0	0	0	0	0	-122.23	0.62	0.6	
MyD88	RL7A	RL7A	33	33	33	1	42	0	0	0	0	0	-101.97	0.79	0.6	
MyD88	PSME1	PSME1	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	SGMR1	SGMR1	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	SGMR2	SGMR2	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	RAVR2	RAVR2	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	SLK	SLK	7	7	7	1	3	0.16	0.16	0.16	0.16	0.16	-1.65	2.33	0.23	
MyD88	HMHA1	HMHA1	12	12	12	1	12	0	0	0	0	0	-25.84	1	0.6	
MyD88	RL37	RL37	9	9	9	1	5	0	0	0	0	0	-5.7	1.8	0.37	
MyD88	ABCF2	ABCF2	34	34	34	1	24	0	0	0	0	0	-36.52	1.42	0.57	
MyD88	IST1	IST1	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	ABCF1	ABCF1	26	26	26	1	18	0	0	0	0	0	-26.92	1.44	0.56	
MyD88	LRBA	LRBA	17	17	17	1	26	0	0	0	0	0	-69.4	0.65	0.6	
MyD88	NCDN	NCDN	10	10	10	1	10	0	0	0	0	0	-21.69	1	0.6	
MyD88	MCU	MCU	7	7	7	1	11	0	0	0	0	0	-30.13	0.64	0.6	
MyD88	EPMIP	EPMIP	5	5	5	1	2	0.28	0.28	0.28	0.28	0.28	-0.95	2.5	0.12	
MyD88	MLEC	MLEC	7	7	7	1	3	0.16	0.16	0.16	0.16	0.16	-1.65	2.33	0.23	
MyD88	MYL6	MYL6	8	8	8	1	9	0	0	0	0	0	-21.06	0.89	0.6	
MyD88	FADS1	FADS1	17	17	17	1	19	0	0	0	0	0	-43.3	0.89	0.6	
MyD88	MYL1	MYL1	5	5	5	1	4	0	0	0	0	0	-7.8	1.25	0.42	
MyD88	MPP8	MPP8	3	3	3	1	4	0	0	0	0	0	-10.69	0.75	0.6	
MyD88	CERS2	CERS2	4	4	4	1	4	0	0	0	0	0	-9.25	1	0.6	
MyD88	TFB2M	TFB2M	9	9	9	1	10	0	0	0	0	0	-23.14	0.9	0.6	
MyD88	MPP5	MPP5	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	RM04	RM04	2	2	2	1	3	0	0	0	0	0	-8.61	0.67	0.6	
MyD88	RM03	RM03	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	CA189	CA189	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	IKKB	IKKB	5	5	5	1	1	0.89	0.89	0.89	0.89	0.89	2.06	5	0.02	
MyD88	RM09	RM09	5	5	5	1	7	0	0	0	0	0	-18.5	0.71	0.6	
MyD88	MPP10	MPP10	1	1	1	1	6	0	0	0	0	0	-22.91	0.17	0.6	
MyD88	RM28	RM28	7	7	7	1	5	0	0	0	0	0	-8.46	1.4	0.44	
MyD88	MET13	MET13	19	19	19	1	23	0	0	0	0	0	-54.7	0.83	0.6	
MyD88	NGEF	NGEF	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	MET15	MET15	5	5	5	1	5	0	0	0	0	0	-11.32	1	0.6	
MyD88	LAS1L	LAS1L	13	13	13	1	16	0	0	0	0	0	-38.66	0.81	0.6	
MyD88	HMGX4	HMGX4	8	8	8	1	10	0	0	0	0	0	-24.68	0.8	0.6	
MyD88	CNO10	CNO10	8	8	8	1	6	0	0	0	0	0	-10.52	1.33	0.46	
MyD88	CNO11	CNO11	9	9	9	1	9	0	0	0	0	0	-19.62	1	0.6	
MyD88	TRXR1	TRXR1	12	12	12	1	0	1	1	1	1	1	19.4	120	0	
MyD88	MPPB	MPPB	11	11	11	1	5	0.05	0.05	0.05	0.05	0.05	-3.04	2.2	0.29	
MyD88	MPPA	MPPA	9	9	9	1	0	1	1	1	1	1	14.79	90	0	
MyD88	CNN3	CNN3	8	8	8	1	6	0	0	0	0	0	-10.52	1.33	0.46	
MyD88	CNN2	CNN2	14	14	14	1	13	0	0	0	0	0	-26.47	1.08	0.55	
MyD88	IQGA3	IQGA3	18	18	18	1	27	0	0	0	0	0	-71.41	0.67	0.6	
MyD88	IQGA2	IQGA2	57	57	57	1	48	0	0	0	0	0	-87.58	1.19	0.6	
MyD88	WASC5	WASC5	24	24	24	1	33	0	0	0	0	0	-83.56	0.73	0.6	
MyD88	WASC4	WASC4	28	28	28	1	30	0	0	0	0	0	-66.1	0.93	0.6	
MyD88	PRD10	PRD10	1	1	1	1	4	0	0	0	0	0	-14.51	0.25	0.6	
MyD88	TRM2A	TRM2A	2	2	2	1	3	0	0	0	0	0	-8.61	0.67	0.6	
MyD88	RBGPR	RBGPR	20	20	20	1	21	0	0	0	0	0	-45.95	0.95	0.6	
MyD88	MYO5A	MYO5A	7	7	7	1	8	0	0	0	0	0	-18.99	0.88	0.6	
MyD88	COPB2	COPB2	6	6	6	1	5	0	0	0	0	0	-9.88	1.2	0.45	
MyD88	P5CR2	P5CR2	12	12	12	1	4	0.81	0.81	0.81	0.81	0.81	1.42	3	0.03	
MyD88	SYNM	SYNM	12	12	12	1	9	0	0	0	0	0	-15.32	1.33	0.5	
MyD88	P5CR1	P5CR1	15	15	15	1	8	0	0	0	0	0	-7.77	1.88	0.42	
MyD88	YTHD2	YTHD2	6	6	6	1	5	0	0	0	0	0	-9.88	1.2	0.45	
MyD88	CARM1	CARM1	8	8	8	1	4	0.03	0.03	0.03	0.03	0.03	-3.66	2	0.33	
MyD88	CIAO1	CIAO1	5	5	5	1	6	0	0	0	0	0	-14.84	0.83	0.6	
MyD88	NOP14	NOP14	24	24	24	1	30	0	0	0	0	0	-72.36	0.8	0.6	
MyD88	NOP16	NOP16	10	10	10	1	11	0	0	0	0	0	-25.21	0.91	0.6	
MyD88	CRK	CRK	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	AP4B1	AP4B1	6	6	6	1	4	0	0	0	0	0	-6.39	1.5	0.39	
MyD88	PAXB1	PAXB1	4	4	4	1	2	0.09	0.09	0.09	0.09	0.09	-2.27	2	0.25	
MyD88	KPRB	KPRB	7	7	7	1	4	0.01	0.01	0.01	0.01	0.01	-5.01	1.75	0.36	
MyD88	SYTC	SYTC	26	26	26	1	15	0	0	0	0	0	-16.65	1.73	0.51	
MyD88	NONO	NONO	12	12	12	1	10	0	0	0	0	0	-18.81	1.2	0.53	
MyD88	RASA1	RASA1	7	7	7	1	2	0.82	0.82	0.82	0.82	0.82	1.51	3.5	0.02	
MyD88	NU1M	NU1M	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	FACE2	FACE2	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	FLNA	FLNA	229	229	229	1	234	0	0	0	0	0	-493.54	0.98	0.6	
MyD88	SURF1	SURF1	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	SURF2	SURF2	5	5	5	1	5	0	0	0	0	0	-11.32	1	0.6	
MyD88	1A68	1A68	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	THADA	THADA	9	9	9	1	9	0	0	0	0	0	-19.62	1	0.6	
MyD88	SURF6	SURF6	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	GNL3	GNL3	29	29	29	1	45	0	0	0	0	0	-120.36	0.64	0.6	
MyD88	PI42C	PI42C	26	26	26	1	24	0	0	0	0	0	-47.84	1.08	0.58	
MyD88	LRC14	LRC14	3	3	3	1	6	0	0	0	0	0	-18.29	0.5	0.6	
MyD88	GBP1	GBP1	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	LLPH	LLPH	9	9	9	1	11	0	0	0	0	0	-26.75	0.82	0.6	
MyD88	EIF3J	EIF3J	13	13	13	1	1	1	1	1	1	1	12.51	13	0	
MyD88	TRRAP	TRRAP	24	24	24	1	29	0	0	0	0	0	-68.68	0.83	0.6	
MyD88	PARP1	PARP1	66	66	66	1	63	0	0	0	0	0	-127.28	1.05	0.6	
MyD88	HERC1	HERC1	7	7	7	1	3	0.16	0.16	0.16	0.16	0.16	-1.65	2.33	0.23	
MyD88	ERC6L	ERC6L	3	3	3	1	4	0	0	0	0	0	-10.69	0.75	0.6	
MyD88	HERC2	HERC2	31	31	31	1	52	0	0	0	0	0	-143.72	0.6	0.6	
MyD88	HERC4	HERC4	12	12	12	1	1	1	1	1	1	1	11.15	12	0	
MyD88	TAGL	TAGL	19	19	19	1	0	1	1	1	1	1	29.86	190	0	
MyD88	RS27A	RS27A	26	26	26	1	27	0	0	0	0	0	-58.4	0.96	0.6	
MyD88	APTX	APTX	13	13	13	1	2	1	1	1	1	1	8.27	6.5	0	
MyD88	PDZ11	PDZ11	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	SPAT5	SPAT5	20	20	20	1	22	0	0	0	0	0	-49.52	0.91	0.6	
MyD88	DEN6A	DEN6A	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	UN93B	UN93B	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	GALK1	GALK1	11	11	11	1	9	0	0	0	0	0	-16.74	1.22	0.51	
MyD88	LGMN	LGMN	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	RNC	RNC	6	6	6	1	4	0	0	0	0	0	-6.39	1.5	0.39	
MyD88	ERBIN	ERBIN	5	5	5	1	4	0	0	0	0	0	-7.8	1.25	0.42	
MyD88	P66B	P66B	12	12	12	1	9	0	0	0	0	0	-15.32	1.33	0.5	
MyD88	RPAP2	RPAP2	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	RPAP3	RPAP3	5	5	5	1	0	1	1	1	1	1	8.41	50	0	
MyD88	RPAP1	RPAP1	5	5	5	1	7	0	0	0	0	0	-18.5	0.71	0.6	
MyD88	PCNA	PCNA	18	18	18	1	15	0	0	0	0	0	-27.75	1.2	0.56	
MyD88	ZN281	ZN281	4	4	4	1	9	0	0	0	0	0	-28.15	0.44	0.6	
MyD88	KNOP1	KNOP1	23	23	23	1	27	0	0	0	0	0	-62.96	0.85	0.6	
MyD88	EIF3A	EIF3A	40	40	40	1	10	1	1	1	1	1	16.32	4	0	
MyD88	STK38	STK38	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	STK39	STK39	9	9	9	1	10	0	0	0	0	0	-23.14	0.9	0.6	
MyD88	EDRF1	EDRF1	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	TFDP1	TFDP1	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	SRBP1	SRBP1	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	MTNA	MTNA	8	8	8	1	4	0.03	0.03	0.03	0.03	0.03	-3.66	2	0.33	
MyD88	GT251	GT251	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	OXA1L	OXA1L	3	3	3	1	5	0	0	0	0	0	-14.42	0.6	0.6	
MyD88	MKNK1	MKNK1	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	EIF3E	EIF3E	15	15	15	1	12	0	0	0	0	0	-21.53	1.25	0.54	
MyD88	TNIK	TNIK	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	EIF3F	EIF3F	9	9	9	1	8	0	0	0	0	0	-16.1	1.12	0.51	
MyD88	RAF1	RAF1	8	8	8	1	11	0	0	0	0	0	-28.38	0.73	0.6	
MyD88	BCAS3	BCAS3	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	M4K2	M4K2	6	6	6	1	3	0.05	0.05	0.05	0.05	0.05	-2.97	2	0.28	
MyD88	STAT6	STAT6	6	6	6	1	2	0.58	0.58	0.58	0.58	0.58	0.3	3	0.05	
MyD88	STAT3	STAT3	28	28	28	1	26	0	0	0	0	0	-51.99	1.08	0.59	
MyD88	STAT2	STAT2	3	3	3	1	2	0.03	0.03	0.03	0.03	0.03	-3.65	1.5	0.3	
MyD88	STAT1	STAT1	34	34	34	1	28	0	0	0	0	0	-50.41	1.21	0.58	
MyD88	MAP11	MAP11	5	5	5	1	0	1	1	1	1	1	8.41	50	0	
MyD88	ARAF	ARAF	5	5	5	1	5	0	0	0	0	0	-11.32	1	0.6	
MyD88	SNX18	SNX18	4	4	4	1	1	0.72	0.72	0.72	0.72	0.72	0.95	4	0.03	
MyD88	BCL7B	BCL7B	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	DPM1	DPM1	17	17	17	1	17	0	0	0	0	0	-36.21	1	0.6	
MyD88	RT29	RT29	6	6	6	1	7	0	0	0	0	0	-16.91	0.86	0.6	
MyD88	IGBP1	IGBP1	4	4	4	1	0	1	1	1	1	1	6.73	40	0	
MyD88	ZBED5	ZBED5	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	ATX10	ATX10	20	20	20	1	19	0	0	0	0	0	-38.91	1.05	0.57	
MyD88	RT21	RT21	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	RT22	RT22	16	16	16	1	11	0	0	0	0	0	-16.66	1.45	0.51	
MyD88	RT24	RT24	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	RT25	RT25	10	10	10	1	9	0	0	0	0	0	-18.17	1.11	0.52	
MyD88	RT26	RT26	3	3	3	1	5	0	0	0	0	0	-14.42	0.6	0.6	
MyD88	RT27	RT27	10	10	10	1	11	0	0	0	0	0	-25.21	0.91	0.6	
MyD88	CLC4M	CLC4M	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	AT8A2	AT8A2	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	MAIP1	MAIP1	5	5	5	1	7	0	0	0	0	0	-18.5	0.71	0.6	
MyD88	TYW4	TYW4	4	4	4	1	0	1	1	1	1	1	6.73	40	0	
MyD88	BTAF1	BTAF1	16	16	16	1	29	0	0	0	0	0	-82.97	0.55	0.6	
MyD88	ARGAL	ARGAL	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	TYW3	TYW3	4	4	4	1	6	0	0	0	0	0	-16.45	0.67	0.6	
MyD88	GBB2	GBB2	14	14	14	1	11	0	0	0	0	0	-19.46	1.27	0.53	
MyD88	ARFG1	ARFG1	4	4	4	1	1	0.72	0.72	0.72	0.72	0.72	0.95	4	0.03	
MyD88	CDS2	CDS2	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	BTF3	BTF3	3	3	3	1	4	0	0	0	0	0	-10.69	0.75	0.6	
MyD88	ASNS	ASNS	37	37	37	1	38	0	0	0	0	0	-81.21	0.97	0.6	
MyD88	ZF64B	ZF64B	3	3	3	1	6	0	0	0	0	0	-18.29	0.5	0.6	
MyD88	WDR12	WDR12	17	17	17	1	18	0	0	0	0	0	-39.73	0.94	0.6	
MyD88	WDR11	WDR11	16	16	16	1	9	0	0	0	0	0	-9.81	1.78	0.45	
MyD88	TMTC3	TMTC3	6	6	6	1	3	0.05	0.05	0.05	0.05	0.05	-2.97	2	0.28	
MyD88	PP4R1	PP4R1	6	6	6	1	6	0	0	0	0	0	-13.4	1	0.6	
MyD88	SPTC1	SPTC1	5	5	5	1	6	0	0	0	0	0	-14.84	0.83	0.6	
MyD88	RHEB	RHEB	5	5	5	1	3	0.01	0.01	0.01	0.01	0.01	-4.32	1.67	0.34	
MyD88	PDE4D	PDE4D	15	15	15	1	17	0	0	0	0	0	-39.16	0.88	0.6	
MyD88	ASNA	ASNA	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	LMF2	LMF2	7	7	7	1	6	0	0	0	0	0	-11.95	1.17	0.48	
MyD88	REPI1	REPI1	2	2	2	1	3	0	0	0	0	0	-8.61	0.67	0.6	
MyD88	WDR81	WDR81	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	SH24A	SH24A	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	TIAR	TIAR	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	USP9X	USP9X	46	46	46	1	44	0	0	0	0	0	-89.32	1.05	0.6	
MyD88	EBP2	EBP2	4	4	4	1	1	0.72	0.72	0.72	0.72	0.72	0.95	4	0.03	
MyD88	MAP7	MAP7	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	MAP4	MAP4	9	9	9	1	0	1	1	1	1	1	14.79	90	0	
MyD88	AACS	AACS	6	6	6	1	2	0.58	0.58	0.58	0.58	0.58	0.3	3	0.05	
MyD88	NOC4L	NOC4L	14	14	14	1	30	0	0	0	0	0	-91.09	0.47	0.6	
MyD88	AKA10	AKA10	3	3	3	1	4	0	0	0	0	0	-10.69	0.75	0.6	
MyD88	MICU2	MICU2	16	16	16	1	11	0	0	0	0	0	-16.66	1.45	0.51	
MyD88	MICU1	MICU1	16	16	16	1	7	0.04	0.04	0.04	0.04	0.04	-3.14	2.29	0.29	
MyD88	MINK1	MINK1	14	14	14	1	22	0	0	0	0	0	-59.54	0.64	0.6	
MyD88	NDUF6	NDUF6	3	3	3	1	5	0	0	0	0	0	-14.42	0.6	0.6	
MyD88	COX2	COX2	5	5	5	1	4	0	0	0	0	0	-7.8	1.25	0.42	
MyD88	COX3	COX3	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	SHIP2	SHIP2	21	21	21	1	4	1	1	1	1	1	11.43	5.25	0	
MyD88	SON	SON	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	APEX1	APEX1	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	RRP44	RRP44	35	35	35	1	29	0	0	0	0	0	-52.49	1.21	0.59	
MyD88	NIPBL	NIPBL	43	43	43	1	49	0	0	0	0	0	-111.56	0.88	0.6	
MyD88	APEX2	APEX2	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	GAK	GAK	10	10	10	1	6	0	0	0	0	0	-7.75	1.67	0.42	
MyD88	MYDGF	MYDGF	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	ROA0	ROA0	7	7	7	1	5	0	0	0	0	0	-8.46	1.4	0.44	
MyD88	MALT1	MALT1	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	HSPB1	HSPB1	30	30	30	1	30	0	0	0	0	0	-63.17	1	0.6	
MyD88	PTN23	PTN23	20	20	20	1	13	0	0	0	0	0	-18.01	1.54	0.52	
MyD88	PKN2	PKN2	8	8	8	1	2	0.93	0.93	0.93	0.93	0.93	2.66	4	0.02	
MyD88	HSPB8	HSPB8	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	CPNE8	CPNE8	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	MRP3	MRP3	4	4	4	1	7	0	0	0	0	0	-20.27	0.57	0.6	
MyD88	BIRC3	BIRC3	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	ALDOC	ALDOC	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	GSH0	GSH0	9	9	9	1	11	0	0	0	0	0	-26.75	0.82	0.6	
MyD88	CD11B	CD11B	32	32	32	1	18	0	0	0	0	0	-18.72	1.78	0.53	
MyD88	PLST	PLST	13	13	13	1	1	1	1	1	1	1	12.51	13	0	
MyD88	UBP34	UBP34	6	6	6	1	7	0	0	0	0	0	-16.91	0.86	0.6	
MyD88	UBP33	UBP33	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	TAF6L	TAF6L	8	8	8	1	7	0	0	0	0	0	-14.02	1.14	0.49	
MyD88	GPDM	GPDM	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	CH60	CH60	31	31	31	1	44	0	0	0	0	0	-112.91	0.7	0.6	
